iter	Passed	Remaining
1663	43393	8762
1664	43419	8736
1665	43445	8710
1666	43471	8683
1667	43497	8657
1668	43526	8632
1669	43555	8606
1670	43582	8580
1671	43609	8554
1672	43636	8529
1673	43663	8503
1674	43709	8480
1675	43745	8456
1676	43771	8430
1677	43796	8404
1678	43822	8378
1679	43847	8351
1680	43878	8326
1681	43904	8300
1682	43930	8274
1683	43956	8248
1684	43982	8222
1685	44014	8197
1686	44039	8170
1687	44066	8144
1688	44091	8118
1689	44116	8092
1690	44141	8066
1691	44174	8041
1692	44199	8014
1693	44224	7988
1694	44249	7962
1695	44274	7936
1696	44304	7910
1697	44332	7884
1698	44357	7858
1699	44385	7832
1700	44412	7806
1701	44438	7780
1702	44464	7754
1703	44490	7728
1704	44515	7702
1705	44541	7675
1706	44566	7649
1707	44593	7623
1708	44618	7597
1709	44643	7571
1710	44669	7545
1711	44699	7519
1712	44746	7496
1713	44784	7472
1714	44815	7447
1715	44841	7421
1716	44867	7395
1717	44893	7368
1718	44920	7343
1719	44946	7316
1720	44971	7290
1721	44998	7264
1722	45022	7238
1723	45047	7211
1724	45072	7185
1725	45097	7159
1726	45121	7132
1727	45149	7106
1728	45174	7080
1729	45199	7054
1730	45226	7028
1731	45257	7002
1732	45282	6976
1733	45308	6950
1734	45333	6924
1735	45358	6897
1736	45382	6871
1737	45407	6845
1738	45432	6818
1739	45457	6792
1740	45483	6766
1741	45509	6740
1742	45535	6714
1743	45560	6687
1744	45585	6661
1745	45610	6635
1746	45635	6608
1747	45659	6582
1748	45686	6556
1749	45712	6530
1750	45738	6504
1751	45816	6485
1752	45845	6459
1753	45870	6433
1754	45895	6407
1755	45920	6380
1756	45945	6354
1757	45970	6328
1758	45995	6301
1759	46020	6275
1760	46044	6249
1761	46069	6222
1762	46094	6196
1763	46119	6170
1764	46144	6143
1765	46168	6117
1766	46193	6091
1767	46221	6065
1768	46252	6039
1769	46278	6013
1770	46304	5987
1771	46329	5961
1772	46354	5934
1773	46382	5908
1774	46407	5882
1775	46432	5856
1776	46460	5830
1777	46485	5804
1778	46510	5777
1779	46536	5751
1780	46561	5725
1781	46587	5699
1782	46611	5672
1783	46637	5646
1784	46662	5620
1785	46687	5594
1786	46711	5567
1787	46738	5541
1788	46764	5515
1789	46789	5489
1790	46827	5464
1791	46871	5440
1792	46895	5414
1793	46919	5387
1794	46944	5361
1795	46969	5335
1796	46993	5308
1797	47018	5282
1798	47042	5256
1799	47067	5229
1800	47091	5203
1801	47116	5177
1802	47141	5150
1803	47166	5124
1804	47190	5098
1805	47215	5071
1806	47239	5045
1807	47268	5019
1808	47294	4993
1809	47319	4967
1810	47344	4940
1811	47369	4914
1812	47394	4888
1813	47419	4862
1814	47445	4836
1815	47470	4809
1816	47494	4783
1817	47519	4757
1818	47544	4730
1819	47568	4704
1820	47593	4678
1821	47618	4652
1822	47645	4626
1823	47670	4599
1824	47695	4573
1825	47720	4547
1826	47744	4520
1827	47769	4494
1828	47796	4468
1829	47821	4442
1830	47846	4416
1831	47904	4392
1832	47929	4366
1833	47953	4340
1834	47978	4314
1835	48003	4287
1836	48027	4261
1837	48053	4235
1838	48078	4209
1839	48103	4182
1840	48127	4156
1841	48153	4130
1842	48179	4104
1843	48203	4077
1844	48228	4051
1845	48253	4025
1846	48279	3999
1847	48304	3973
1848	48329	3946
1849	48354	3920
1850	48379	3894
1851	48405	3868
1852	48429	3841
1853	48454	3815
1854	48478	3789
1855	48503	3763
1856	48528	3736
1857	48552	3710
1858	48577	3684
1859	48602	3658
1860	48627	3632
1861	48654	3605
1862	48679	3579
1863	48703	3553
1864	48729	3527
1865	48754	3501
1866	48779	3474
1867	48805	3448
1868	48830	3422
1869	48856	3396
1870	48881	3370
1871	48940	3346
1872	48965	3320
1873	48990	3293
1874	49015	3267
1875	49039	3241
1876	49065	3215
1877	49089	3188
1878	49113	3162
1879	49138	3136
1880	49164	3110
1881	49189	3084
1882	49214	3057
1883	49239	3031
1884	49264	3005
1885	49290	2979
1886	49315	2953
1887	49341	2927
1888	49367	2900
1889	49394	2874
1890	49420	2848
1891	49452	2822
1892	49487	2797
1893	49512	2771
1894	49537	2744
1895	49562	2718
1896	49588	2692
1897	49612	2666
1898	49638	2640
1899	49663	2613
1900	49687	2587
1901	49712	2561
1902	49737	2535
1903	49762	2509
1904	49787	2482
1905	49812	2456
1906	49837	2430
1907	49862	2404
1908	49886	2378
1909	49911	2351
1910	49999	2328
1911	50040	2303
1912	50072	2277
1913	50102	2251
1914	50132	2225
1915	50159	2199
1916	50187	2172
1917	50214	2146
1918	50240	2120
1919	50272	2094
1920	50305	2068
1921	50335	2042
1922	50372	2016
1923	50405	1991
1924	50441	1965
1925	50475	1939
1926	50508	1913
1927	50549	1887
1928	50589	1862
1929	50628	1836
1930	50666	1810
1931	50705	1784
1932	50737	1758
1933	50771	1732
1934	50805	1706
1935	50894	1682
1936	50981	1658
1937	51099	1634
1938	51199	1610
1939	51250	1585
1940	51279	1558
1941	51308	1532
1942	51333	1505
1943	51363	1479
1944	51389	1453
1945	51416	1426
1946	51444	1400
1947	51469	1373
1948	51494	1347
1949	51522	1321
1950	51552	1294
1951	51605	1268
1952	51661	1243
1953	51735	1217
1954	51781	1191
1955	51811	1165
1956	51837	1138
1957	51864	1112
1958	51893	1086
1959	51922	1059
1960	51952	1033
1961	51980	1006
1962	52007	980
1963	52033	953
1964	52062	927
1965	52152	901
1966	52180	875
1967	52209	848
1968	52235	822
1969	52264	795
1970	52293	769
1971	52323	742
1972	52351	716
1973	52379	689
1974	52407	663
1975	52433	636
1976	52459	610
1977	52485	583
1978	52512	557
1979	52537	530
1980	52563	504
1981	52590	477
1982	52616	451
1983	52645	424
1984	52673	398
1985	52699	371
1986	52724	344
1987	52751	318
1988	52780	291
1989	52809	265
1990	52835	238
1991	52863	212
1992	52891	185
1993	52919	159
1994	52945	132
1995	52973	106
1996	52999	79
1997	53025	53
1998	53053	26
1999	53080	0
