iter	AverageGain:top=10
318	0.114664981
319	0.114664981
320	0.1147914033
321	0.114664981
322	0.114664981
323	0.114664981
324	0.114664981
325	0.1147914033
326	0.1147914033
327	0.114664981
328	0.114664981
329	0.114664981
330	0.114664981
331	0.1145385588
332	0.1145385588
333	0.1145385588
334	0.1145385588
335	0.1145385588
336	0.1145385588
337	0.1145385588
338	0.1145385588
339	0.1145385588
340	0.1145385588
341	0.1145385588
342	0.1145385588
343	0.1145385588
344	0.1145385588
345	0.1145385588
346	0.1145385588
347	0.1145385588
348	0.1145385588
349	0.1145385588
350	0.1145385588
351	0.1145385588
352	0.1145385588
353	0.1145385588
354	0.1145385588
355	0.1145385588
356	0.1145385588
357	0.1145385588
358	0.1145385588
359	0.1145385588
360	0.1145385588
361	0.1145385588
362	0.1145385588
363	0.1145385588
364	0.1145385588
365	0.1145385588
366	0.1145385588
367	0.1145385588
368	0.1145385588
369	0.1145385588
370	0.1145385588
371	0.1145385588
372	0.1145385588
373	0.1145385588
374	0.1145385588
375	0.1145385588
376	0.1145385588
377	0.1145385588
378	0.1145385588
379	0.1145385588
380	0.1145385588
381	0.114664981
382	0.114664981
383	0.114664981
384	0.114664981
385	0.114664981
386	0.114664981
387	0.114664981
388	0.114664981
389	0.114664981
390	0.114664981
391	0.114664981
392	0.114664981
393	0.114664981
394	0.114664981
395	0.114664981
396	0.114664981
397	0.114664981
398	0.114664981
399	0.114664981
400	0.114664981
401	0.114664981
402	0.114664981
403	0.114664981
404	0.114664981
405	0.114664981
406	0.114664981
407	0.114664981
408	0.1147914033
409	0.114664981
410	0.114664981
411	0.114664981
412	0.114664981
413	0.114664981
414	0.114664981
415	0.114664981
416	0.1145385588
417	0.1145385588
418	0.1145385588
419	0.1145385588
420	0.114664981
421	0.114664981
422	0.114664981
423	0.114664981
424	0.114664981
425	0.114664981
426	0.114664981
427	0.114664981
428	0.114664981
429	0.1147914033
430	0.1147914033
431	0.1147914033
432	0.1147914033
433	0.1147914033
434	0.1147914033
435	0.1147914033
436	0.1147914033
437	0.1147914033
438	0.1147914033
439	0.1147914033
440	0.1147914033
441	0.1147914033
442	0.1147914033
443	0.1147914033
444	0.1147914033
445	0.1147914033
446	0.1147914033
447	0.1147914033
448	0.1147914033
449	0.1147914033
450	0.1149178255
451	0.1149178255
452	0.1147914033
453	0.1147914033
454	0.1147914033
455	0.1147914033
456	0.1147914033
457	0.1147914033
458	0.1147914033
459	0.1147914033
460	0.1147914033
461	0.1147914033
462	0.1149178255
463	0.1149178255
464	0.1149178255
465	0.1149178255
466	0.1149178255
467	0.1149178255
468	0.1149178255
469	0.1149178255
470	0.1149178255
471	0.1150442478
472	0.1149178255
473	0.1149178255
474	0.1149178255
475	0.1149178255
476	0.1149178255
477	0.1149178255
478	0.1150442478
479	0.1149178255
480	0.1149178255
481	0.1149178255
482	0.1149178255
483	0.1149178255
484	0.1149178255
485	0.1149178255
486	0.1149178255
487	0.1149178255
488	0.1149178255
489	0.1149178255
490	0.1149178255
491	0.1149178255
492	0.1149178255
493	0.1149178255
494	0.1149178255
495	0.1149178255
496	0.1149178255
497	0.1149178255
498	0.1150442478
499	0.1150442478
500	0.1150442478
501	0.1150442478
502	0.1150442478
503	0.1150442478
504	0.1150442478
505	0.1150442478
506	0.1150442478
507	0.1150442478
508	0.1150442478
509	0.1150442478
510	0.1150442478
511	0.1150442478
512	0.1150442478
513	0.1150442478
514	0.1150442478
515	0.1150442478
516	0.1150442478
517	0.1150442478
518	0.1150442478
519	0.1150442478
520	0.1150442478
521	0.1150442478
522	0.1150442478
523	0.11517067
524	0.11517067
525	0.11517067
526	0.11517067
527	0.11517067
528	0.11517067
529	0.11517067
530	0.11517067
531	0.11517067
532	0.11517067
533	0.11517067
534	0.11517067
535	0.11517067
536	0.11517067
537	0.11517067
538	0.11517067
539	0.11517067
540	0.11517067
541	0.11517067
542	0.11517067
543	0.11517067
544	0.11517067
545	0.11517067
546	0.11517067
547	0.11517067
548	0.11517067
549	0.11517067
550	0.11517067
551	0.11517067
552	0.11517067
553	0.11517067
554	0.11517067
555	0.11517067
556	0.1150442478
557	0.1150442478
558	0.1150442478
559	0.1150442478
560	0.1150442478
561	0.1150442478
562	0.1150442478
563	0.1150442478
564	0.1150442478
565	0.1150442478
566	0.1150442478
567	0.1150442478
568	0.1150442478
569	0.1150442478
570	0.1150442478
571	0.1150442478
572	0.1150442478
573	0.1150442478
574	0.1150442478
575	0.1150442478
576	0.1150442478
577	0.1150442478
578	0.1150442478
579	0.1150442478
580	0.1150442478
581	0.1150442478
582	0.1150442478
583	0.1150442478
584	0.1150442478
585	0.1150442478
586	0.1150442478
587	0.1150442478
588	0.1150442478
589	0.1150442478
590	0.1150442478
591	0.1150442478
592	0.1150442478
593	0.1150442478
594	0.1150442478
595	0.1150442478
596	0.11517067
597	0.11517067
598	0.11517067
599	0.11517067
600	0.11517067
601	0.11517067
602	0.1150442478
603	0.1150442478
604	0.1150442478
605	0.1150442478
606	0.1150442478
607	0.1150442478
608	0.1150442478
609	0.1150442478
610	0.1150442478
611	0.1150442478
612	0.1150442478
613	0.1150442478
614	0.1150442478
615	0.1150442478
616	0.1150442478
617	0.1150442478
618	0.1150442478
619	0.1150442478
620	0.1150442478
621	0.1150442478
622	0.11517067
623	0.11517067
624	0.11517067
625	0.1150442478
626	0.11517067
627	0.11517067
628	0.1150442478
629	0.1150442478
630	0.11517067
631	0.11517067
632	0.11517067
633	0.1152970923
634	0.1152970923
635	0.1152970923
636	0.11517067
637	0.11517067
638	0.1152970923
639	0.1152970923
640	0.1152970923
641	0.1154235145
642	0.1154235145
643	0.1154235145
644	0.1154235145
645	0.1154235145
646	0.1154235145
647	0.1154235145
648	0.1154235145
649	0.1154235145
650	0.1152970923
651	0.1152970923
652	0.1152970923
653	0.1152970923
654	0.1152970923
655	0.1152970923
656	0.1152970923
657	0.1152970923
658	0.1152970923
659	0.1152970923
660	0.1152970923
661	0.1152970923
662	0.1152970923
663	0.1152970923
664	0.1152970923
665	0.1152970923
666	0.1152970923
667	0.1152970923
668	0.1152970923
669	0.1152970923
670	0.1152970923
671	0.1152970923
672	0.1152970923
673	0.1152970923
674	0.1152970923
675	0.1152970923
676	0.1152970923
677	0.1152970923
678	0.1152970923
679	0.1152970923
680	0.1152970923
681	0.1152970923
682	0.1152970923
683	0.1152970923
684	0.1152970923
685	0.1152970923
686	0.1152970923
687	0.1152970923
688	0.1152970923
689	0.1152970923
690	0.1152970923
691	0.1152970923
692	0.1152970923
693	0.1152970923
694	0.1152970923
695	0.1152970923
696	0.1152970923
697	0.1152970923
698	0.1152970923
699	0.1152970923
700	0.1152970923
701	0.1152970923
702	0.1152970923
703	0.1152970923
704	0.1152970923
705	0.1152970923
706	0.1152970923
707	0.1152970923
708	0.1152970923
709	0.1152970923
710	0.1152970923
711	0.1152970923
712	0.1152970923
713	0.1152970923
714	0.1152970923
715	0.1152970923
716	0.1152970923
717	0.1152970923
718	0.1152970923
719	0.1152970923
720	0.1152970923
721	0.1152970923
722	0.1152970923
723	0.1152970923
724	0.1152970923
725	0.1152970923
726	0.1152970923
727	0.1152970923
728	0.1152970923
729	0.1152970923
730	0.1152970923
731	0.1152970923
732	0.1152970923
733	0.1152970923
734	0.1152970923
735	0.1152970923
736	0.1152970923
737	0.1152970923
738	0.1152970923
739	0.1152970923
740	0.1152970923
741	0.1152970923
742	0.1154235145
743	0.1154235145
744	0.1154235145
745	0.1154235145
746	0.1154235145
747	0.1154235145
748	0.1154235145
749	0.1154235145
750	0.1154235145
751	0.1154235145
752	0.1154235145
753	0.1154235145
754	0.1154235145
755	0.1154235145
756	0.1154235145
757	0.1154235145
758	0.1154235145
759	0.1154235145
760	0.1154235145
761	0.1154235145
762	0.1154235145
763	0.1154235145
764	0.1154235145
765	0.1154235145
766	0.1154235145
767	0.1154235145
768	0.1154235145
769	0.1154235145
770	0.1154235145
771	0.1154235145
772	0.1154235145
773	0.1154235145
774	0.1154235145
775	0.1154235145
776	0.1154235145
777	0.1154235145
778	0.1154235145
779	0.1154235145
780	0.1154235145
781	0.1154235145
782	0.1154235145
783	0.1154235145
784	0.1154235145
785	0.1154235145
786	0.1154235145
787	0.1154235145
788	0.1154235145
789	0.1154235145
790	0.1154235145
791	0.1154235145
792	0.1154235145
793	0.1154235145
794	0.1154235145
795	0.1154235145
796	0.1154235145
797	0.1154235145
798	0.1154235145
799	0.1154235145
800	0.1154235145
801	0.1154235145
802	0.1154235145
803	0.1154235145
804	0.1154235145
805	0.1154235145
806	0.1154235145
807	0.1154235145
808	0.1154235145
809	0.1154235145
810	0.1154235145
811	0.1154235145
812	0.1154235145
813	0.1154235145
814	0.1154235145
815	0.1154235145
816	0.1154235145
817	0.1154235145
818	0.1154235145
819	0.1154235145
820	0.1154235145
821	0.1154235145
822	0.1154235145
823	0.1154235145
824	0.1154235145
825	0.1154235145
826	0.1154235145
827	0.1154235145
828	0.1154235145
829	0.1154235145
830	0.1154235145
831	0.1154235145
832	0.1154235145
833	0.1154235145
834	0.1154235145
835	0.1154235145
836	0.1154235145
837	0.1154235145
838	0.1154235145
839	0.1154235145
840	0.1154235145
841	0.1154235145
842	0.1154235145
843	0.1154235145
844	0.1154235145
845	0.1154235145
846	0.1154235145
847	0.1154235145
848	0.1154235145
849	0.1154235145
850	0.1154235145
851	0.1154235145
852	0.1154235145
853	0.1154235145
854	0.1154235145
855	0.1154235145
856	0.1154235145
857	0.1154235145
858	0.1154235145
859	0.1154235145
860	0.1154235145
861	0.1154235145
862	0.1154235145
863	0.1154235145
864	0.1154235145
865	0.1154235145
866	0.1154235145
867	0.1154235145
868	0.1154235145
869	0.1154235145
870	0.1154235145
871	0.1154235145
872	0.1154235145
873	0.1154235145
874	0.1154235145
875	0.1154235145
876	0.1154235145
877	0.1154235145
878	0.1154235145
879	0.1154235145
880	0.1154235145
881	0.1154235145
882	0.1154235145
883	0.1154235145
884	0.1152970923
885	0.1152970923
886	0.1152970923
887	0.1152970923
888	0.1152970923
889	0.1152970923
890	0.1154235145
891	0.1154235145
892	0.1154235145
893	0.1154235145
894	0.1154235145
895	0.1154235145
896	0.1154235145
897	0.1154235145
898	0.1154235145
899	0.1154235145
900	0.1154235145
901	0.1154235145
902	0.1154235145
903	0.1154235145
904	0.1154235145
905	0.1154235145
906	0.1154235145
907	0.1154235145
908	0.1154235145
909	0.1154235145
910	0.1154235145
911	0.1154235145
912	0.1154235145
913	0.1154235145
914	0.1154235145
915	0.1154235145
916	0.1154235145
917	0.1154235145
918	0.1154235145
919	0.1154235145
920	0.1154235145
921	0.1154235145
922	0.1154235145
923	0.1154235145
924	0.1154235145
925	0.1154235145
926	0.1154235145
927	0.1154235145
928	0.1154235145
929	0.1154235145
930	0.1154235145
931	0.1154235145
932	0.1154235145
933	0.1154235145
934	0.1154235145
935	0.1154235145
936	0.1154235145
937	0.1154235145
938	0.1154235145
939	0.1154235145
940	0.1154235145
941	0.1154235145
942	0.1154235145
943	0.1154235145
944	0.1154235145
945	0.1154235145
946	0.1154235145
947	0.1154235145
948	0.1154235145
949	0.1152970923
950	0.1152970923
951	0.1152970923
952	0.1152970923
953	0.1152970923
954	0.1152970923
955	0.1152970923
956	0.1152970923
957	0.1152970923
958	0.1152970923
959	0.1152970923
960	0.1152970923
961	0.1152970923
962	0.1152970923
963	0.1152970923
964	0.1152970923
965	0.1152970923
966	0.1152970923
967	0.1152970923
968	0.1152970923
969	0.1152970923
970	0.1152970923
971	0.1152970923
972	0.1152970923
973	0.1152970923
974	0.1152970923
975	0.1152970923
976	0.1152970923
977	0.1152970923
978	0.1152970923
979	0.1152970923
980	0.1152970923
981	0.1152970923
982	0.1152970923
983	0.1152970923
984	0.1152970923
985	0.1152970923
986	0.1152970923
987	0.1152970923
988	0.1152970923
989	0.1152970923
990	0.1152970923
991	0.1152970923
992	0.1152970923
993	0.1152970923
994	0.1152970923
995	0.1152970923
996	0.1152970923
997	0.1152970923
998	0.1152970923
999	0.1152970923
1000	0.1152970923
1001	0.1152970923
1002	0.1152970923
1003	0.1152970923
1004	0.1152970923
1005	0.1152970923
1006	0.1152970923
1007	0.1152970923
1008	0.1152970923
1009	0.1152970923
1010	0.1152970923
1011	0.1152970923
1012	0.1152970923
1013	0.1152970923
1014	0.1152970923
1015	0.1152970923
1016	0.1152970923
1017	0.1152970923
1018	0.1152970923
1019	0.1152970923
1020	0.1152970923
1021	0.1152970923
1022	0.1152970923
1023	0.1152970923
1024	0.1152970923
1025	0.1152970923
1026	0.1152970923
1027	0.1152970923
1028	0.1152970923
1029	0.1152970923
1030	0.1152970923
1031	0.1152970923
1032	0.1152970923
1033	0.1152970923
1034	0.1152970923
1035	0.1152970923
1036	0.1152970923
1037	0.1152970923
1038	0.1152970923
1039	0.1152970923
1040	0.1152970923
1041	0.1152970923
1042	0.1152970923
1043	0.1152970923
1044	0.1152970923
1045	0.1152970923
1046	0.11517067
1047	0.1152970923
1048	0.1152970923
1049	0.1152970923
1050	0.1152970923
1051	0.1152970923
1052	0.1152970923
1053	0.1152970923
1054	0.1152970923
1055	0.1152970923
1056	0.1152970923
1057	0.1152970923
1058	0.1152970923
1059	0.1152970923
1060	0.1152970923
1061	0.1152970923
1062	0.1152970923
1063	0.11517067
1064	0.11517067
1065	0.11517067
1066	0.11517067
1067	0.11517067
1068	0.11517067
1069	0.11517067
1070	0.11517067
1071	0.11517067
1072	0.11517067
1073	0.11517067
1074	0.11517067
1075	0.11517067
1076	0.11517067
1077	0.11517067
1078	0.11517067
1079	0.11517067
1080	0.11517067
1081	0.11517067
1082	0.11517067
1083	0.11517067
1084	0.11517067
1085	0.11517067
1086	0.11517067
1087	0.11517067
1088	0.11517067
1089	0.11517067
1090	0.11517067
1091	0.11517067
1092	0.11517067
1093	0.11517067
1094	0.11517067
1095	0.11517067
1096	0.11517067
1097	0.11517067
1098	0.11517067
1099	0.11517067
1100	0.11517067
1101	0.11517067
1102	0.11517067
1103	0.11517067
1104	0.11517067
1105	0.11517067
1106	0.11517067
1107	0.11517067
1108	0.11517067
1109	0.11517067
1110	0.11517067
1111	0.11517067
1112	0.11517067
1113	0.1152970923
1114	0.1152970923
1115	0.1152970923
1116	0.1152970923
1117	0.1152970923
1118	0.1152970923
1119	0.1152970923
1120	0.1152970923
1121	0.1152970923
1122	0.1152970923
1123	0.1152970923
1124	0.1152970923
1125	0.1152970923
1126	0.1152970923
1127	0.1152970923
1128	0.1152970923
1129	0.1152970923
1130	0.1152970923
1131	0.1152970923
1132	0.1152970923
1133	0.1152970923
1134	0.1152970923
1135	0.1152970923
1136	0.1152970923
1137	0.1152970923
1138	0.1152970923
1139	0.1152970923
1140	0.1152970923
1141	0.1152970923
1142	0.1152970923
1143	0.1152970923
1144	0.1152970923
1145	0.1152970923
1146	0.1152970923
1147	0.1152970923
1148	0.1152970923
1149	0.1152970923
1150	0.1152970923
1151	0.1152970923
1152	0.1152970923
1153	0.1152970923
1154	0.1152970923
1155	0.1152970923
1156	0.1152970923
1157	0.1152970923
1158	0.1152970923
1159	0.1152970923
1160	0.1152970923
1161	0.1152970923
1162	0.1152970923
1163	0.1152970923
1164	0.1152970923
1165	0.1152970923
1166	0.1152970923
1167	0.1152970923
1168	0.1152970923
1169	0.1152970923
1170	0.1152970923
1171	0.1152970923
1172	0.1152970923
1173	0.1152970923
1174	0.1152970923
1175	0.1152970923
1176	0.1152970923
1177	0.1152970923
1178	0.1152970923
1179	0.1152970923
1180	0.1152970923
1181	0.1152970923
1182	0.1152970923
1183	0.1152970923
1184	0.1152970923
1185	0.1152970923
1186	0.1152970923
1187	0.1152970923
1188	0.1152970923
1189	0.1152970923
1190	0.1152970923
1191	0.1152970923
1192	0.1152970923
1193	0.1152970923
1194	0.1152970923
1195	0.1152970923
1196	0.1152970923
1197	0.1152970923
1198	0.1152970923
1199	0.1152970923
1200	0.1152970923
1201	0.1152970923
1202	0.1152970923
1203	0.1152970923
1204	0.1152970923
1205	0.1152970923
1206	0.1152970923
1207	0.1152970923
1208	0.1152970923
1209	0.1152970923
1210	0.1152970923
1211	0.1152970923
1212	0.1152970923
1213	0.1152970923
1214	0.1152970923
1215	0.1152970923
1216	0.1152970923
1217	0.1152970923
1218	0.1152970923
1219	0.1152970923
1220	0.1152970923
1221	0.1152970923
1222	0.1152970923
1223	0.1152970923
1224	0.1154235145
1225	0.1154235145
1226	0.1154235145
1227	0.1154235145
1228	0.1154235145
1229	0.1154235145
1230	0.1152970923
1231	0.1152970923
1232	0.1152970923
1233	0.1152970923
1234	0.1152970923
1235	0.1152970923
1236	0.1152970923
1237	0.1154235145
1238	0.1154235145
1239	0.1152970923
1240	0.1154235145
1241	0.1154235145
1242	0.1154235145
1243	0.1152970923
1244	0.1152970923
1245	0.1152970923
1246	0.1152970923
1247	0.1152970923
1248	0.1152970923
1249	0.1152970923
1250	0.1152970923
1251	0.1152970923
1252	0.1152970923
1253	0.1152970923
1254	0.1152970923
1255	0.1152970923
1256	0.1152970923
1257	0.1152970923
1258	0.1154235145
1259	0.1154235145
1260	0.1154235145
1261	0.1154235145
1262	0.1154235145
1263	0.1154235145
1264	0.1154235145
1265	0.1154235145
1266	0.1154235145
1267	0.1154235145
1268	0.1154235145
1269	0.1154235145
1270	0.1154235145
1271	0.1154235145
1272	0.1154235145
1273	0.1154235145
1274	0.1154235145
1275	0.1154235145
1276	0.1154235145
1277	0.1154235145
1278	0.1154235145
1279	0.1154235145
1280	0.1154235145
1281	0.1154235145
1282	0.1154235145
1283	0.1154235145
1284	0.1154235145
1285	0.1154235145
1286	0.1154235145
1287	0.1154235145
1288	0.1154235145
1289	0.1154235145
1290	0.1154235145
1291	0.1154235145
1292	0.1154235145
1293	0.1154235145
1294	0.1154235145
1295	0.1154235145
1296	0.1154235145
1297	0.1154235145
1298	0.1154235145
1299	0.1154235145
1300	0.1154235145
1301	0.1154235145
1302	0.1154235145
1303	0.1154235145
1304	0.1154235145
1305	0.1154235145
1306	0.1154235145
1307	0.1154235145
1308	0.1154235145
1309	0.1154235145
1310	0.1154235145
1311	0.1154235145
1312	0.1154235145
1313	0.1154235145
1314	0.1154235145
1315	0.1154235145
1316	0.1154235145
1317	0.1154235145
1318	0.1154235145
1319	0.1154235145
1320	0.1154235145
1321	0.1154235145
1322	0.1154235145
1323	0.1154235145
1324	0.1154235145
1325	0.1154235145
1326	0.1154235145
1327	0.1154235145
1328	0.1154235145
1329	0.1154235145
1330	0.1154235145
1331	0.1154235145
1332	0.1154235145
1333	0.1154235145
1334	0.1154235145
1335	0.1154235145
1336	0.1154235145
1337	0.1154235145
1338	0.1154235145
1339	0.1154235145
1340	0.1154235145
1341	0.1154235145
1342	0.1154235145
1343	0.1154235145
1344	0.1154235145
1345	0.1154235145
1346	0.1154235145
1347	0.1154235145
1348	0.1154235145
1349	0.1154235145
1350	0.1154235145
1351	0.1154235145
1352	0.1154235145
1353	0.1154235145
1354	0.1154235145
1355	0.1154235145
1356	0.1154235145
1357	0.1154235145
1358	0.1154235145
1359	0.1154235145
1360	0.1154235145
1361	0.1154235145
1362	0.1154235145
1363	0.1154235145
1364	0.1154235145
1365	0.1154235145
1366	0.1154235145
1367	0.1154235145
1368	0.1154235145
1369	0.1154235145
1370	0.1154235145
1371	0.1154235145
1372	0.1154235145
1373	0.1154235145
1374	0.1154235145
1375	0.1154235145
1376	0.1154235145
1377	0.1154235145
1378	0.1155499368
1379	0.1155499368
1380	0.1155499368
1381	0.1155499368
1382	0.1155499368
1383	0.1155499368
1384	0.1155499368
1385	0.1155499368
1386	0.1155499368
1387	0.1155499368
1388	0.1155499368
1389	0.1155499368
1390	0.1155499368
1391	0.1155499368
1392	0.1155499368
1393	0.1155499368
1394	0.1155499368
1395	0.1155499368
1396	0.1155499368
1397	0.1155499368
1398	0.1155499368
1399	0.1155499368
1400	0.1155499368
1401	0.1155499368
1402	0.1155499368
1403	0.1155499368
1404	0.1155499368
1405	0.1155499368
1406	0.1155499368
1407	0.1154235145
1408	0.1154235145
1409	0.1154235145
1410	0.1155499368
1411	0.1154235145
1412	0.1154235145
1413	0.1155499368
1414	0.1155499368
1415	0.1155499368
1416	0.1155499368
1417	0.1155499368
1418	0.1155499368
1419	0.1155499368
1420	0.1155499368
1421	0.1155499368
1422	0.1155499368
1423	0.1155499368
1424	0.1155499368
1425	0.1155499368
1426	0.1155499368
1427	0.1155499368
1428	0.1155499368
1429	0.1155499368
1430	0.1155499368
1431	0.1155499368
1432	0.1155499368
1433	0.1155499368
1434	0.1154235145
1435	0.1154235145
1436	0.1155499368
1437	0.1155499368
1438	0.1155499368
1439	0.1155499368
1440	0.1155499368
1441	0.1155499368
1442	0.1155499368
1443	0.1155499368
1444	0.1155499368
1445	0.1155499368
1446	0.1155499368
1447	0.1155499368
1448	0.1155499368
1449	0.1155499368
1450	0.1155499368
1451	0.1155499368
1452	0.1155499368
1453	0.1155499368
1454	0.1155499368
1455	0.1155499368
1456	0.1155499368
1457	0.1155499368
1458	0.1155499368
1459	0.1155499368
1460	0.1155499368
1461	0.1154235145
1462	0.1155499368
1463	0.1154235145
1464	0.1154235145
1465	0.1154235145
1466	0.1155499368
1467	0.1155499368
1468	0.1155499368
1469	0.1155499368
1470	0.1154235145
1471	0.1154235145
1472	0.1154235145
1473	0.1154235145
1474	0.1154235145
1475	0.1154235145
1476	0.1154235145
1477	0.1154235145
1478	0.1154235145
1479	0.1154235145
1480	0.1154235145
1481	0.1154235145
1482	0.1154235145
1483	0.1154235145
1484	0.1154235145
1485	0.1154235145
1486	0.1154235145
1487	0.1154235145
1488	0.1154235145
1489	0.1154235145
1490	0.1152970923
1491	0.1152970923
1492	0.1152970923
1493	0.1152970923
1494	0.1152970923
1495	0.1152970923
1496	0.1152970923
1497	0.1154235145
1498	0.1154235145
1499	0.1154235145
1500	0.1154235145
1501	0.1154235145
1502	0.1152970923
1503	0.1152970923
1504	0.1154235145
1505	0.1154235145
1506	0.1154235145
1507	0.1154235145
1508	0.1154235145
1509	0.1154235145
1510	0.1154235145
1511	0.1154235145
1512	0.1154235145
1513	0.1154235145
1514	0.1154235145
1515	0.1154235145
1516	0.1154235145
1517	0.1154235145
1518	0.1154235145
1519	0.1154235145
